Authors,Title,Year,Link,Abstract,Author Keywords,Index Keywords
"Chakraborti T., Sreedharan S., Grover S., Kambhampati S.","Plan Explanations as Model Reconciliation",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063984750&doi=10.1109%2fHRI.2019.8673193&partnerID=40&md5=91464c425a376b64351a68da0118a467","Recent work in explanation generation for decision making agents has looked at how unexplained behavior of autonomous systems can be understood in terms of differences in the model of the system and the human's understanding of the same, and how the explanation process as a result of this mismatch can be then seen as a process of reconciliation of these models. Existing algorithms in such settings, while having been built on contrastive, selective and social properties of explanations as studied extensively in the psychology literature, have not, to the best of our knowledge, been evaluated in settings with actual humans in the loop. As such, the applicability of such explanations to human-AI and human-robot interactions remains suspect. In this paper, we set out to evaluate these explanation generation algorithms in a series of studies in a mock search and rescue scenario with an internal semi-autonomous robot and an external human commander. During that process, we hope to demonstrate to what extent the properties of these algorithms hold as they are evaluated by humans. © 2019 IEEE.","Explainable AI; explanations as model reconciliation; human-robot interaction; planning and decision-making","Decision making; Decision support systems; Human computer interaction; Man machine systems; Robot programming; Autonomous systems; Decision making agents; Generation algorithm; Model reconciliation; Search and rescue; Semi-autonomous robots; Social properties; Human robot interaction"
"Huang S.H., Held D., Abbeel P., Dragan A.D.","Enabling robots to communicate their objectives",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048686549&doi=10.1007%2fs10514-018-9771-0&partnerID=40&md5=98b721ed244e1992157cfc865a3f201c","The overarching goal of this work is to efficiently enable end-users to correctly anticipate a robot’s behavior in novel situations. And since a robot’s behavior is often a direct result of its underlying objective function, our insight is that end-users need to have an accurate mental model of this objective function in order to understand and predict what the robot will do. While people naturally develop such a mental model over time through observing the robot act, this familiarization process may be lengthy. Our approach reduces this time by having the robot model how people infer objectives from observed behavior, in order to then show those behaviors that are maximally informative. We introduce two factors to define candidate models of human inference, and show that certain models indeed produce example robot behaviors that better enable users to anticipate what it will do in novel situations. Our results also reveal that choosing the appropriate model is key, and suggest that our candidate models do not fully capture how humans extrapolate from examples of robot behavior. We leverage these findings to propose a stronger model of human learning in this setting, and conclude by analyzing the impact of different ways in which the assumed model of human learning may be incorrect. © 2018, Springer Science+Business Media, LLC, part of Springer Nature.","Explainable artificial intelligence; Human-robot interaction; Inverse reinforcement learning; Transparency","Cognitive systems; Human computer interaction; Intelligent robots; Reinforcement learning; Transparency; Appropriate models; Candidate models; Human learning; Inverse reinforcement learning; Mental model; Objective functions; Robot behavior; Robot model; Human robot interaction"
"Abdulrahman A., Richards D.","Modelling working alliance using user-aware explainable embodied conversational agents for behavior change: Framework and empirical evaluation",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100824477&partnerID=40&md5=5648875e3b08e90c6ce5f7d8a63553e7","The utilisation of embodied conversational agents (ECAs) to build a human-agent working alliance holds promise to promote health behavior change and improve health outcomes. Although ECAs have been shown to build empathic relationships with users, there is no complete framework to model working alliance. In this paper, we developed a framework that is grounded on theories and findings from social science and artificial intelligence to design a cognitive architecture for a user-aware explainable ECA. An empirical evaluation with 68 undergraduate students found differences in the efficacy of explanation to change behavior intention, build trust and working alliance depending on gender, stress levels and achievement aims; confirming the imperative of incorporating shared planning and user-tailored explanation in one framework. The empirical evaluation was limited in tailoring the explanation to the user's beliefs only; however, the analyses confirmed the need for considering adequate user information such as user's goals and preferences to build a user-aware explainable agent for behavior change towards improved health outcomes. © 40th International Conference on Information Systems, ICIS 2019. All rights reserved.","Embodied conversational agent; Shared planning; Trust; Working alliance","Artificial intelligence; Human computer interaction; Information systems; Information use; Students; Cognitive architectures; Embodied conversational agent; Empirical evaluations; Health behaviors; Trust; Undergraduate students; User information; Working alliance; Health"
"Gogineni V.R.","Autonomous explainable agents",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082302890&partnerID=40&md5=2ad6bdfd8d487303321f4553221c6540","Current trends in Artificial Intelligence are leading to the development of autonomous agents to perform critical operations in the real world. Events in real-world can endanger a wide range of discrepancies and the user should trust the agent to handle them. To achieve this the agent should be able to smartly adapt its behavior to handle the discrepancies and explain it to the human user. This thesis proposes a three-phase approach to address the above-mentioned problem. In the first phase, the agent uses case-based explanations and behavior adaptation in response to a discrepancy. This phase will not only help the agent build its knowledge about the discrepancy, but also forms a basis for its adapted behavior. In the second phase, the agent transforms the knowledge attained from the first phase to explain its behavior to the human operator. This knowledge includes both the causal understanding of the discrepancy and the reasoning behind its adapted behavior. In the final phase, the agent uses the feedback from the human counterpart to adapt its causal knowledge as well as its reasoning behind the behavior adaptation. Finally, this approach will be evaluated through the performance of the agent an underwater mine clearance domain, which is a surveillance mission to create a safe passage for ships. © Copyright 2019 for this paper by its authors.","Case selection; Case-base explanation; Explanation patterns","Behavioral research; Case based reasoning; Behavior adaptations; Case base; Case selections; Critical operations; Explanation patterns; Human operator; Surveillance missions; Underwater mines; Autonomous agents"
"Anjomshoae S., Calvaresi D., Najjar A., Främling K.","Explainable agents and robots: Results from a systematic literature review",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076471241&partnerID=40&md5=d033776219d3d7943f545e105cbe555c","Humans are increasingly relying on complex systems that heavily adopts Artificial Intelligence (AI) techniques Such systems are employed in a growing number of domains, and making them explainable is an impelling priority Recently, the domain of explainable Artificial Intelligence (XAI) emerged with the aims of fostering transparency and trustworthiness Several reviews have been conducted Nevertheless, most of them deal with data-driven XAI to overcome the opaqueness of black-box algorithms Contributions addressing goal-driven XAI (e.g., explainable agency for robots and agents) are still missing This paper aims at filling this gap, proposing a Systematic Literature Review The main findings are (I) a considerable portion of the papers propose conceptual studies, or lack evaluations or tackle relatively simple scenarios; (H) almost all of the studied papers deal with robots/agents explaining their behaviors to the human users, and very few works addressed inter-robot (inter-agent) explainability Finally, iit) while providing explanations to non-expert users has been outlined as a necessity, only a few works addressed the issues of personalization and context-awareness. © 2019 International Foundation for Autonomous Agents and Multiagent Systems (www.ifaamas.org) Ail rights reserved.","Autonomous agents; Explainable ai; Goal-based xai; Human-robot interaction",
"Roos N., Sun Z.","Explainable robotics applied to bipedal walking gait development",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075054062&partnerID=40&md5=1314e8d50428fde9cf2df494ce1e5d0d","Explainability is becoming an important topic in artificial intelligence (AI). A well explainable system can increase the trust in the application of that system. The same holds for robotics where the walking gait controller can be some AI system. We will show that a simple and explainable controller that enables an energy efficient walking gait and can handle uneven terrains, can be developed by a well structured design method. The main part of the controller consist of three simple neural networks with 4, 6 and 8 neurons. So, although creating a stable and energy efficient walking gait is a complex problem, it can be generated without some deep neural network or some complex mathematical model. © 2019 for this paper by its authors.",,"Controllers; Deep neural networks; Energy efficiency; Machine learning; Robotics; A-stable; AI systems; Bipedal walking; Complex problems; Energy efficient; Structured design method; Uneven terrain; Walking gait; Complex networks"
"Westberg M., Zelvelder A., Najjar A.","A historical perspective on cognitive science and its influence on XAI research",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072870728&doi=10.1007%2f978-3-030-30391-4_12&partnerID=40&md5=1c192d9ae0b1c69946344a6b63bc80cb","Cognitive science and artificial intelligence are interconnected in that developments in one field can affect the framework of reference for research in the other. Changes in our understanding of how the human mind works inadvertently changes how we go about creating artificial minds. Similarly, successes and failures in AI can inspire new directions to be taken in cognitive science. This article explores the history of the mind in cognitive science in the last 50 years, and draw comparisons as to how this has affected AI research, and how AI research in turn has affected shifts in cognitive science. In particular, we look at explainable AI (XAI) and suggest that folk psychology is of particular interest for that area of research. In cognitive science, folk psychology is divided between two theories: theory-theory and simulation theory. We argue that it is important for XAI to recognise and understand this debate, and that reducing reliance on theory-theory by incorporating more simulationist frameworks into XAI could help further the field. We propose that such incorporation would involve robots employing more embodied cognitive processes when communicating with humans, highlighting the importance of bodily action in communication and mindreading. © Springer Nature Switzerland AG 2019.","Cognitive science; Folk psychology; XAI","Autonomous agents; Intelligent agents; Cognitive process; Cognitive science; Folk psychology; Historical perspective; Human mind; Simulation theory; Theory theories; Multi agent systems"
"Kampik T., Nieves J.C., Lindgren H.","Explaining sympathetic actions of rational agents",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072850647&doi=10.1007%2f978-3-030-30391-4_4&partnerID=40&md5=364592dd4e52889a68a360eb939d4ae4","Typically, humans do not act purely rationally in the sense of classic economic theory. Different patterns of human actions have been identified that are not aligned with the traditional view of human actors as rational agents that act to maximize their own utility function. For instance, humans often act sympathetically – i.e., they choose actions that serve others in disregard of their egoistic preferences. Even if there is no immediate benefit resulting from a sympathetic action, it can be beneficial for the executing individual in the long run. This paper builds upon the premise that it can be beneficial to design autonomous agents that employ sympathetic actions in a similar manner as humans do. We create a taxonomy of sympathetic actions, that reflects different goal types an agent can have to act sympathetically. To ensure that the sympathetic actions are recognized as such, we propose different explanation approaches autonomous agents may use. In this context, we focus on human-agent interaction scenarios. As a first step towards an empirical evaluation, we conduct a preliminary human-robot interaction study that investigates the effect of explanations of (somewhat) sympathetic robot actions on the human participants of human-robot ultimatum games. While the study does not provide statistically significant findings (but notable differences), it can inform future in-depth empirical evaluations. © Springer Nature Switzerland AG 2019.","Explainable artificial intelligence; Game theory; Human-robot interaction","Economics; Game theory; Human robot interaction; Intelligent agents; Intelligent robots; Man machine systems; Multi agent systems; Rational functions; Economic theories; Empirical evaluations; Human actions; Human agent interactions; Rational agents; Robot actions; Ultimatum game; Utility functions; Autonomous agents"
"Gréa A., Aknine S., Matignon L.","Heart: Using abstract plans as a guarantee of downward refinement in decompositional planning",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064836075&doi=10.5220%2f0007342905140522&partnerID=40&md5=ecf181c536cc5c9d18594bb343679ea5","In recent years the ubiquity of artificial intelligence raised concerns among the uninitiated. The misunderstanding is further increased since most advances do not have explainable results. For automated planning, the research often targets speed, quality, or expressivity. Most existing solutions focus on one criteria while not addressing the others. However, human-related applications require a complex combination of all those criteria at different levels. We present a new method to compromise on these aspects while staying explainable. We aim to leave the range of potential applications as wide as possible but our main targets are human intent recognition and assistive robotics. We propose the HEART planner, a real-time decompositional planner based on a hierarchical version of Partial Order Causal Link (POCL). It cyclically explores the plan space while making sure that intermediary high level plans are valid and will return them as approximate solutions when interrupted. These plans are proven to be a guarantee of solvability. This paper aims to evaluate that process and its results compared to classical approaches in terms of efficiency and quality. Copyright © 2019 by SCITEPRESS - Science and Technology Publications, Lda. All rights reserved","Hierarchical Planning; HTN; Partial Order Causal Link; Partial Order Planning; Planning Algorithms; POCL; POP","Social robots; Hierarchical planning; Partial order causal links; Partial order planning; Planning algorithms; POCL; Artificial intelligence"
"Olszewska J.I.","Designing transparent and autonomous intelligent vision systems",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064827124&doi=10.5220%2f0007585208500856&partnerID=40&md5=ff0963e4e4ecce067e51b6eca110fb57","To process vast amounts of visual data such as images, videos, etc. in an automatic and computationally efficient way, intelligent vision systems have been developed over the last three decades. However, with the increasing development of complex technologies like companion robots which require advanced machine vision capabilities and, on the other hand, the growing attention to data security and privacy, the design of intelligent vision systems faces new challenges such as autonomy and transparency. Hence, in this paper, we propose to define the main requirements for the new generation of intelligent vision systems (IVS) we demonstrated in a prototype. Copyright © 2019 by SCITEPRESS - Science and Technology Publications, Lda. All rights reserved","Agent-oriented Software Engineering; Autonomous Systems; Ethical Issues; Explainable Artificial Intelligence (XAI); Intelligent Vision Systems; Transparency; Vision Agents","Artificial intelligence; Autonomous agents; Intelligent robots; Machine design; Transparency; Agent Oriented Software Engineering; Autonomous systems; Ethical issues; Explainable Artificial Intelligence (XAI); Intelligent vision systems; Computer vision"
"Espinoza-Stapelfeld C., Eisenstadt V., Althoff K.-D.","Comparative quantitative evaluation of distributed methods for explanation generation and validation of floor plan recommendations",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059698634&doi=10.1007%2f978-3-030-05453-3_3&partnerID=40&md5=22b90d844eef221e031f5366ea70962d","In this work, we compare different explanation generation and validation methods for semantic search pattern-based retrieval results returned by a case-based framework for support of early conceptual design phases in architecture. Compared methods include two case- and rule-based explanation engines, the third one is the discriminant analysis-based method for explanation and validation prediction and estimation. All of the explanation methods use the same data set for retrieval and subsequent explainability operations for results. We describe the main structure of each method and evaluate their quantitative validation performance against each other. The goal of this work is to examine which method performs better under which circumstances, at which point in time, and how good the potential explanation ant its validation can be predicted in general. To evaluate these issues, we compare not only the general performance, i.e., the average rate of valid explanations but also how the validation rate changes over time using a number of time steps for this comparison. We also show for which search pattern type which methods perform better. © Springer Nature Switzerland AG 2019.","Case-based design; Comparative evaluation; Discriminant analysis; Ditributed artificial intelligence; Explainable agents; Semantic search; Validation","Artificial intelligence; Conceptual design; Discriminant analysis; Semantics; Case based design; Comparative evaluations; Distributed methods; Quantitative evaluation; Quantitative validation; Search patterns; Semantic search; Validation; Semantic Web"
"Zolotas M., Elsdon J., Demiris Y.","Head-Mounted Augmented Reality for Explainable Robotic Wheelchair Assistance",2018,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062997894&doi=10.1109%2fIROS.2018.8594002&partnerID=40&md5=be51b8e12fffbaf26138e6deb9453727","Robotic wheelchairs with built-in assistive features, such as shared control, are an emerging means of providing independent mobility to severely disabled individuals. However, patients often struggle to build a mental model of their wheelchair's behaviour under different environmental conditions. Motivated by the desire to help users bridge this gap in perception, we propose a novel augmented reality system using a Microsoft Hololens as a head-mounted aid for wheelchair navigation. The system displays visual feedback to the wearer as a way of explaining the underlying dynamics of the wheelchair's shared controller and its predicted future states. To investigate the influence of different interface design options, a pilot study was also conducted. We evaluated the acceptance rate and learning curve of an immersive wheelchair training regime, revealing preliminary insights into the potential beneficial and adverse nature of different augmented reality cues for assistive navigation. In particular, we demonstrate that care should be taken in the presentation of information, with effort-reducing cues for augmented information acquisition (for example, a rear-view display) being the most appreciated. © 2018 IEEE.",,"Augmented reality; Intelligent robots; Robotics; Visual communication; Wheelchairs; Assistive navigations; Augmented reality systems; Disabled individuals; Environmental conditions; Information acquisitions; Robotic wheelchairs; Underlying dynamics; Wheelchair navigation; Visual servoing"
"Sklar E.I., Azhar M.Q.","Explanation through argumentation",2018,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060732323&doi=10.1145%2f3284432.3284473&partnerID=40&md5=e2836f3346d54b8b9176f480ed4ee657","Computational Argumentation is a logical model of reasoning that has its origins in philosophy and provides a means for organising evidence for (or against) particular claims (or decisions). Argumentation-based Dialogue is a related methodology that is used for structuring interactions between two (or more) agents and has been explored within the Multi-Agent Systems community as an extended form of negotiation where agents can not only exchange claims, but also their reasons for believing (or disbelieving) those claims. Recently, the Artificial Intelligence (AI) community has become intrigued by the notion of “Explainable AI”, in which intelligent systems are able to explain predictions or decisions to (human) users. There is a natural pairing between Explainable AI and Argumentation: the first requires the need to clarify and defend decisions and the second provides a method for linking any decision to the evidence supporting it. In this paper, we describe how the two are connected and illustrate the utility of argumentation-based dialogue as a technique for implementing Explainable AI in a human-robot system. © 2018 Copyright held by the owner/author(s). Publication rights licensed to ACM.","Computational argumentation; Explainable AI; Human-robot interaction","Intelligent agents; Intelligent systems; Multi agent systems; Computational argumentation; Extended form; Human-robot systems; Logical modeling; Human robot interaction"
"Katz G.E., Dullnig D., Davis G.P., Gentili R.J., Reggia J.A.","Autonomous Causally-Driven Explanation of Actions",2018,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060603398&doi=10.1109%2fCSCI.2017.133&partnerID=40&md5=a3bb2e5c371b520320b2a046c4801ea1","We propose a cause-effect reasoning mechanism with which an autonomous system can justify planned actions to a human end user. The mechanism is based on a structure we call a 'causal plan graph,' which encodes the causal relationships between the actions, intentions, and goals of the autonomous system. Causal chains within this graph can potentially serve as intuitive, human-friendly justifications for the autonomous system's planned actions. A prototype of this mechanism is tested in simulation on a set of planning problems from an autonomous maintenance scenario. We demonstrate empirically that shortest path algorithms can effectively reduce a very large number of possible causal chains to a small, intelligible subset that might reasonably be inspected and ranked by a human. Consequently this work can serve as the basis for an experimental platform for future end user studies with human participants. © 2017 IEEE.","cause-effect reasoning; explainable artificial intelligence (XAI); imitation learning; robotics","Computational methods; Robotics; Causal relationships; Cause-effect; Experimental platform; explainable artificial intelligence (XAI); Imitation learning; Maintenance scenario; Reasoning mechanism; Shortest path algorithms; Artificial intelligence"
"Gong Z., Zhang Y.","Behavior Explanation as Intention Signaling in Human-Robot Teaming",2018,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058104611&doi=10.1109%2fROMAN.2018.8525675&partnerID=40&md5=a35a60ae1166ac85c77564170bbeaa1f","Facilitating a shared team understanding is an important task in human-robot teaming. In order to achieve efficient collaboration between the human and robot, it requires not only the robot to understand what the human is doing, but also the robot's behavior be understood by (a.k.a. explainable to) the human. While most prior work has focused on the first aspect, the latter has also begun to draw significant attention. We propose an approach to explaining robot behavior as intention signaling using natural language sentences. In contrast to recent approaches to generating explicable and legible plans, intention signaling does not require the robot to deviate from its optimal plan; neither does it require humans to update their knowledge as generally required for explanation generation. The key questions to be answered here for intention signaling are the what (content of signaling) and when (timing). Based on our prior work, we formulate human interpreting robot actions as a labeling process to be learned. To capture the dependencies between the interpretation of robot actions that are far apart, skip-chain Conditional Random Fields (CRFs) are used. The answers to the when and what can then be converted to an inference problem in the skip-chain CRFs. Potential timings and content of signaling are explored by fixing the labels of certain actions in the CRF model; the configuration that maximizes the underlying probability of being able to associate a label with the remaining actions, which reflects the human's understanding of the robot's plan, is returned for signaling. For evaluation, we construct a synthetic domain to verify that intention signaling can help achieve better teaming by reducing criticism on robot behavior that may appear undesirable but is otherwise required, e.g., due to information asymmetry that results in misinterpretation. We use Amazon Mechanical Turk (MTurk) to assess robot behavior with two settings (i.e., with and without signaling). Results show that our approach achieves the desired effect of creating more explainable robot behavior. © 2018 IEEE.",,"Random processes; Signaling; Amazon mechanical turks; Conditional Random Fields(CRFs); Human robots; Inference problem; Information asymmetry; Natural languages; Robot actions; Robot behavior; Robots"
"Qu J., Teeple C.B., Zhang B., Oldham K.R.","Passive Steering of Miniature Walking Robot Using the Non-Uniformity of Robot Structure",2018,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053884017&doi=10.1109%2fMARSS.2018.8481167&partnerID=40&md5=78abc36407ab9a79a9565a994b349cc7","This paper discusses the steering of a miniature, vibratory walking robot taking advantage of the robot's structural non-uniformity. Non-uniformity from fabrication and assembly can be detrimental to performance of miniature robots, but its potential for modifying robot locomotion is discussed in this work. A 3-centimeter-wide piezoelectric robot is described for the study of steering opportunities. This includes turning behavior that occurs away from resonance due to leg asymmetries and shuffling behavior caused by lateral motion of the actuators. Finite Element Analysis and beam theory are used to explain the resonances of the designed structure. The parameter variances are studied and experimentally validated, to illustrate the variability of locomotion effects emerging across the robot legs. Further explanation of the robot dynamics helps to determine possible mechanisms for steering, with rotational turning motion around resonance explainable with a previous dynamic model, and some candidate explanations for shuffling examined. The motion of the robot is recorded within the frequency range of 1.2 to 4.6 kHz, within which both turning and shuffling are observed in addition to longitudinal motion. © 2018 IEEE.","Finite Element Analysis; Miniature robots; Steering; Structural Dynamics","Mobile robots; Resonance; Robotics; Steering; Structural dynamics; Frequency ranges; Longitudinal motion; Miniature robots; Non-uniformities; Piezoelectric robots; Possible mechanisms; Robot locomotion; Robot structures; Finite element method"
"Ma D., Rodriguez A.","Friction Variability in Planar Pushing Data: Anisotropic Friction and Data-Collection Bias",2018,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060060299&doi=10.1109%2fLRA.2018.2851026&partnerID=40&md5=7f97c8423f180cb3612f36f7db392902","Friction plays a key role in manipulating objects. Most of what we do with our hands, and the most of what robots do with their grippers, is based on the ability to control frictional forces. This letter aims to better understand the variability and predictability of planar friction. In particular, we focus on the analysis of a recent dataset on planar pushing by [K.-T. Yu, M. Bauza, N. Fazeli, and A. Rodriguez, More than a Million Ways to Be Pushed: A High-Fidelity Experimental Data Set of Planar Pushing, in Proceeding of the IEEE/RSJ Internatinonal Conference on Intelligent Robots and Systems, 2016, pp. 30-37.] devised to create a data-driven footprint of planar friction. We show in this letter how we can explain a significant fraction of the observed unconventional phenomena, e.g., stochasticity and multimodality, by combining the effects of material nonhomogeneity, anisotropy of friction and biases due to data collection dynamics, hinting that the variability is explainable but inevitable in practice. We introduce an anisotropic friction model and conduct simulation experiments comparing with more standard isotropic friction models. The anisotropic friction between the object and supporting surface results in convergence of initial condition during the automated data collection. Numerical results confirm that the anisotropic friction model explains the bias in the dataset and the apparent stochasticity in the outcome of a push. The fact that the data collection process itself can originate biases in the collected datasets, resulting in deterioration of trained models, calls attention to the data collection dynamics. © 2016 IEEE.","calibration and identification; Contact modeling; performance evaluation and benchmarking","Anisotropy; Benchmarking; Data structures; Dynamics; Friction; Numerical models; Robots; Trajectories; Tribology; Anisotropic friction; Automated data collection; Calibration and identifications; Contact modeling; Data collection; Data collection process; Effects of materials; Performance evaluation and benchmarking; Data acquisition"
"Feng L., Ghasemi M., Chang K.-W., Topcu U.","Counterexamples for Robotic Planning Explained in Structured Language",2018,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063125707&doi=10.1109%2fICRA.2018.8460945&partnerID=40&md5=73bca06f17fbb853ac95748a99dff381","Automated techniques such as model checking have been used to verify models of robotic mission plans based on Markov decision processes (MDPs) and generate counterexamples that may help diagnose requirement violations. However, such artifacts may be too complex for humans to understand, because existing representations of counterexamples typically include a large number of paths or a complex automaton. To help improve the interpretability of counterexamples, we define a notion of explainable counterexample, which includes a set of structured natural language sentences to describe the robotic behavior that lead to a requirement violation in an MDP model of robotic mission plan. We propose an approach based on mixed-integer linear programming for generating explainable counterexamples that are minimal, sound and complete. We demonstrate the usefulness of the proposed approach via a case study of warehouse robots planning. © 2018 IEEE.",,"Automation; Integer programming; Markov processes; Model checking; Robotics; Automated techniques; Interpretability; Markov Decision Processes; Mixed integer linear programming; Natural languages; Robotic behavior; Sound and complete; Structured language; Robot programming"
"Sukkerd R., Simmons R., Garlan D.","Towards explainable multi-objective probabilistic planning",2018,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051147233&doi=10.1145%2f3196478.3196488&partnerID=40&md5=72101824ddcb33ed299b7a7067e8994c","Use of multi-objective probabilistic planning to synthesize behavior of CPSs can play an important role in engineering systems that must self-optimize for multiple quality objectives and operate under uncertainty. However, the reasoning behind automated planning is opaque to end-users. They may not understand why a particular behavior is generated, and therefore not be able to calibrate their confidence in the systems working properly. To address this problem, we propose a method to automatically generate verbal explanation of multi-objective probabilistic planning, that explains why a particular behavior is generated on the basis of the optimization objectives. Our explanation method involves describing objective values of a generated behavior and explaining any tradeoff made to reconcile competing objectives. We contribute: (i) an explainable planning representation that facilitates explanation generation, and (ii) an algorithm for generating contrastive justification as explanation for why a generated behavior is best with respect to the planning objectives. We demonstrate our approach on a mobile robot case study. © 2018 ACM.","Explainable planning; Multi-objective planning; Probabilistic planning","Embedded systems; Automated planning; Engineering systems; Multi objective; Multi-objective planning; Multiple quality; Planning objectives; Planning representation; Probabilistic planning; Software engineering"
"Gilpin L.H., Zaman C., Olson D., Yuan B.Z.","Reasonable Perception: Connecting Vision and Language Systems for Validating Scene Descriptions",2018,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045285999&doi=10.1145%2f3173386.3176994&partnerID=40&md5=45175c3a41e3970fc3349dbfd2916499","Understanding explanations of machine perception is an important step towards developing accountable, trustworthy machines. Furthermore, speech and vision are the primary modalities by which humans collect information about the world, but the linking of visual and natural language domains is a relatively new pursuit in computer vision, and it is difficult to test performance in a safe environment. To couple human visual understanding and machine perception, we present an explanatory system for creating a library of possible context-specific actions associated with 3D objects in immersive virtual worlds. We also contribute a novel scene description dataset, generated natively in virtual reality containing speech, image, gaze, and acceleration data. We discuss the development of a hybrid machine learning algorithm linking vision data with environmental affordances in natural language. Our findings demonstrate that it is possible to develop a model which can generate interpretable verbal descriptions of possible actions associated with recognized 3D objects within immersive VR environments. © 2018 Authors.","commonsense reasoning; explainable ai; explainable robotic systems; virtual reality","Digital libraries; Learning algorithms; Learning systems; Man machine systems; Virtual reality; Visual languages; Acceleration data; Commonsense reasoning; Hybrid machine learning; Machine perception; Natural languages; Primary modality; Robotic systems; Scene description; Human robot interaction"
"Beaton B.","Crucial Answers about Humanoid Capital",2018,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045267279&doi=10.1145%2f3173386.3173391&partnerID=40&md5=55761e4fb50cd0c5bceedb1fd17ba446","Inside AI research and engineering communities, explainable artificial intelligence (XAI) is one of the most provocative and promising lines of AI research and development today. XAI has the potential to make expressible the context and domain-specific benefits of particular AI applications to a diverse and inclusive array of stakeholders and audiences. In addition, XAI has the potential to make AI benefit claims more deeply evidenced. Outside AI research and engineering communities, one of the most provocative and promising lines of research happening today is the work on ""humanoid capital"" at the edges of the social, behavioral, and economic sciences. Humanoid capital theorists renovate older discussions of ""human capital"" as part of trying to make calculable and provable the domain-specific capital value, value-adding potential, or relative worth (i.e., advantages and benefits) of different humanoid models over time. Bringing these two exciting streams of research into direct conversation for the first time is the larger goal of this landmark paper. The primary research contribution of the paper is to detail some of the key requirements for making humanoid robots explainable in capital terms using XAI approaches. In this regard, the paper not only brings two streams of provocative research into much-needed conversation but also advances both streams. © 2018 ACM.","capital; explainable artificial intelligence; humanoid robots; xai","Anthropomorphic robots; Artificial intelligence; Economic and social effects; Human robot interaction; Intelligent robots; Man machine systems; AI applications; capital; Domain specific; Economic science; Engineering community; Human capitals; Humanoid robot; Research and development; Engineering research"
"De Graaf M.M.A., Malle B.F., Dragan A., Ziemke T.","Explainable Robotic Systems",2018,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045243204&doi=10.1145%2f3173386.3173568&partnerID=40&md5=ae9029b08d6b8228fa6337a6d049c4da","The increasing complexity of robotic systems are pressing the need for them to be transparent and trustworthy. When people interact with a robotic system, they will inevitably construct mental models to understand and predict its actions. However, peoples mental models of robotic systems stem from their interactions with living beings, which induces the risk of establishing incorrect or inadequate mental models of robotic systems and may lead people to either under- and over-trust these systems. We need to understand the inferences that people make about robots from their behavior, and leverage this understanding to formulate and implement behaviors into robotic systems that support the formation of correct mental models of and fosters trust calibration. This way, people will be better able to predict the intentions of these systems, and thus more accurately estimate their capabilities, better understand their actions, and potentially correct their errors. The aim of this full-day workshop is to provide a forum for researchers and practitioners to share and learn about recent research on peoples inferences of robot actions, as well as the implementation of transparent, predictable, and explainable behaviors into robotic systems. © 2018 Authors.","behavior explanation; explainable robotics; intentionality; theory of mind; transparency; trust calibration.","Calibration; Cognitive systems; Man machine systems; Robotics; Transparency; behavior explanation; Intentionality; Mental model; Recent researches; Robot actions; Robotic systems; Theory of minds; Human robot interaction"
